Energy Consumption,Carbon Emissions,Waste Generation,Water Usage,Material Recycling Rate,Event Scale,Resource 
3,3,3,2,2,Regional,2
2,3,1,2,2,Regional,2
3,3,1,2,1,Local,2
3,2,3,2,1,Regional,2
3,3,3,1,2,Regional,3
3,3,3,3,1,Regional,1
3,2,2,2,1,National,2
3,3,1,2,3,Local,2
3,2,1,1,1,National,1
3,3,3,2,2,National,3
3,3,1,1,3,Local,2
3,3,1,2,3,Local,2
2,3,1,3,3,Regional,2
2,3,2,3,3,National,2
3,3,2,2,1,National,1
2,3,2,3,1,National,2
3,2,3,2,2,Regional,1
2,3,3,2,3,Local,2
3,3,2,2,1,National,1
1,3,2,3,3,Regional,3
3,3,3,2,2,Local,3
3,2,1,1,1,Local,2
2,1,2,2,2,National,3
3,3,2,1,2,Local,2
2,3,2,2,3,National,1
2,3,3,3,1,National,3
2,3,1,1,3,Regional,2
1,3,3,1,2,Regional,2
3,3,3,3,2,Local,2
1,3,3,2,1,Local,2
3,3,1,1,2,National,3
2,3,1,2,2,Local,3
3,3,3,3,3,National,2
2,3,2,3,1,Local,3
3,3,2,2,2,Regional,2
3,3,3,2,3,Regional,1
3,3,2,2,2,Regional,2
1,3,3,2,1,Regional,1
3,3,3,2,1,Regional,2
2,2,2,2,2,Local,2
1,3,1,1,2,Regional,3
3,3,3,1,1,National,2
3,3,3,2,2,National,3
3,3,2,1,3,Regional,3
3,2,2,2,3,National,3
2,3,2,2,1,Local,2
2,3,3,1,1,Regional,2
1,2,3,2,2,National,3
3,1,3,1,2,National,3
3,3,3,1,2,National,2
2,3,3,2,1,Local,1
3,3,1,1,1,National,1
3,3,3,2,2,Local,1
3,2,2,3,2,Local,1
3,3,2,2,2,Local,1
3,3,2,2,3,Local,2
3,1,3,2,2,Local,3
2,2,3,1,1,Regional,3
1,3,3,1,1,Local,3
2,2,1,2,1,National,3
3,3,3,2,3,Regional,1
3,3,3,2,1,National,2
3,3,3,3,3,Local,1
2,3,1,3,3,National,2
3,3,3,3,1,Regional,2
3,3,1,2,1,National,2
3,2,2,1,2,Regional,2
3,3,2,2,1,Regional,2
3,3,1,1,1,Local,2
1,3,3,3,3,Local,2
1,2,2,2,2,Local,3
1,3,1,1,2,Local,2
3,3,1,2,1,Regional,2
1,3,3,3,2,National,2
3,3,1,1,3,Regional,3
3,3,2,1,3,National,2
2,3,2,1,1,Regional,1
3,3,2,2,2,National,1
2,2,3,1,1,Regional,2
2,1,3,2,2,Regional,2
3,2,3,2,1,Local,1
1,3,2,2,3,National,2
3,3,3,1,2,Local,2
3,1,2,2,1,Regional,2
3,3,2,1,2,Local,2
3,3,3,2,3,National,1
2,3,2,2,1,Local,2
3,3,1,1,2,Regional,2
1,3,3,1,1,Regional,2
2,2,1,3,2,National,1
1,2,3,2,2,Local,2
2,3,1,2,1,National,2
3,3,1,2,1,Local,1
2,1,3,2,3,Regional,2
3,2,3,1,3,Local,2
3,3,3,2,1,Local,2
3,3,1,2,1,Regional,3
3,3,2,2,3,Regional,1
2,3,2,3,1,Regional,2
3,2,2,2,1,Local,1
3,3,2,2,3,Regional,2
1,3,1,1,1,Regional,2
3,3,2,3,2,Regional,1
3,3,2,2,1,Local,3
1,3,3,3,3,Regional,3
1,3,2,3,1,Local,1
2,3,3,3,3,Regional,2
3,3,3,1,2,National,2
3,2,1,2,1,Local,1
3,3,1,1,1,National,3
3,3,1,2,2,National,2
3,3,3,2,1,National,3
3,3,3,2,1,National,2
3,2,1,1,1,Regional,2
3,2,3,2,2,Local,2
3,3,2,3,3,Local,3
3,3,3,1,2,Regional,1
3,3,3,2,1,Local,3
3,3,2,1,1,National,3
1,3,2,2,3,National,1
1,2,3,2,2,Local,1
3,2,2,1,1,Local,2
2,3,3,3,1,National,2
3,3,3,1,3,Local,1
2,3,2,3,3,Local,2
1,3,3,1,2,Local,1
1,3,2,3,3,National,2
2,3,3,2,2,National,1
2,3,3,1,2,National,3
3,3,3,3,3,Local,3
3,3,1,1,2,Regional,1
3,3,2,1,3,Local,1
3,3,3,1,1,National,2
3,2,2,2,1,Local,2
3,3,2,2,3,Local,2
3,3,2,2,1,Local,2
3,3,3,1,2,National,2
1,1,3,1,1,Local,1
1,3,3,2,2,Local,3
1,2,1,3,1,National,2
1,3,3,2,2,Regional,3
3,3,2,3,3,Local,2
2,2,2,1,2,National,2
3,3,3,2,1,National,2
3,3,3,2,2,National,2
3,3,3,2,1,Local,3
3,3,3,1,2,Local,2
2,2,1,2,1,Regional,3
3,2,2,2,2,Regional,2
2,1,2,3,2,Local,2
3,1,1,2,1,Local,1
3,2,3,2,1,Local,1
3,1,2,2,2,National,3
3,3,3,3,2,Regional,2
3,3,3,1,2,Local,2
1,3,1,1,2,Local,2
1,3,1,2,1,Regional,3
3,3,2,2,2,National,2
3,3,1,2,1,Local,1
3,2,3,2,1,Local,1
1,3,3,1,1,National,2
3,2,3,3,1,Local,2
3,3,2,2,2,Local,2
3,3,3,2,2,Regional,3
3,3,1,3,2,Local,2
3,3,3,2,1,Regional,2
2,3,3,2,1,Local,2
3,3,1,3,1,National,2
2,3,2,3,3,Regional,3
1,3,3,1,3,Regional,2
3,3,3,3,2,Regional,3
3,2,2,2,3,Local,2
3,3,1,2,3,Regional,2
3,1,3,1,1,Local,2
3,3,1,2,2,Local,2
2,3,3,1,1,National,1
3,3,3,2,1,Regional,2
1,3,3,1,3,Regional,3
3,1,2,3,2,National,2
2,3,3,3,3,Local,2
3,1,2,2,3,Regional,2
3,2,1,1,2,Local,2
2,3,3,1,1,Local,2
2,3,2,3,1,Local,3
2,3,3,3,3,Local,2
2,3,2,1,2,Local,2
2,3,1,1,2,Regional,2
3,2,3,2,1,Regional,2
3,3,3,2,2,Regional,2
3,2,3,1,1,Local,1
3,3,3,3,3,Local,2
3,2,2,2,1,Regional,2
3,3,1,1,1,National,1
3,3,2,1,3,Local,1
3,1,3,2,1,Local,3
3,3,3,2,3,Regional,3
1,3,3,2,2,Regional,2
3,3,3,3,2,National,2
3,3,3,3,1,Regional,2
2,1,1,3,2,Local,2
3,1,3,3,2,Local,3
1,2,3,3,1,Regional,1
2,2,3,2,1,Regional,1
1,3,3,3,1,Regional,1
3,3,3,2,1,Regional,2
3,3,3,2,2,National,3
3,3,3,1,1,Regional,1
1,2,3,2,1,Local,2
3,3,3,3,1,Local,2
3,3,2,1,3,Regional,3
2,3,2,2,3,National,2
3,3,1,1,2,National,1
1,3,3,1,1,National,1
2,1,3,3,2,Regional,3
3,3,2,2,3,Regional,3
3,3,1,1,1,National,3
1,2,2,1,1,Local,2
2,3,3,2,2,Local,2
2,3,3,2,3,Regional,3
2,1,3,2,2,Local,3
2,3,2,2,1,Regional,3
2,3,3,1,2,Regional,3
3,2,3,1,3,National,3
3,3,3,1,1,Local,2
3,1,3,2,2,National,2
3,3,2,2,1,Regional,2
1,2,2,1,2,National,3
1,2,3,1,2,Local,3
3,3,3,1,2,National,3
1,3,2,3,2,Regional,3
1,3,3,2,1,Regional,2
1,3,3,1,2,National,3
3,1,3,2,3,Local,2
3,3,3,2,3,National,2
3,3,3,2,1,National,1
3,3,1,2,2,Regional,3
3,2,1,2,2,Local,1
2,2,2,1,3,National,1
2,2,2,1,2,Local,2
2,3,3,2,2,Local,3
1,3,1,1,2,National,2
1,3,1,2,2,Regional,1
1,1,2,2,1,Local,2
2,3,3,1,1,Local,3
2,3,1,1,1,Regional,1
3,3,2,2,1,National,2
3,3,3,2,3,National,3
3,2,2,3,3,Local,1
2,2,3,2,1,National,2
3,2,3,3,3,Regional,2
2,2,3,2,2,Local,1
2,3,1,2,1,Regional,1
1,3,3,2,1,Regional,3
3,3,3,2,2,Local,1
3,3,1,1,2,National,2
1,2,3,2,2,Local,2
2,3,3,2,2,Local,1
3,3,3,2,1,National,3
2,1,2,3,2,Regional,2
2,3,3,1,3,Local,2
1,3,3,2,1,Regional,2
3,3,1,1,1,Local,1
2,3,2,2,2,Local,1
2,3,2,2,2,National,3
1,3,1,2,2,National,2
3,2,3,2,1,Local,2
3,3,3,2,2,Regional,3
2,3,3,1,1,Local,2
3,2,1,3,2,Regional,3
3,1,1,2,2,Regional,1
3,3,1,1,2,Regional,1
3,3,2,3,2,National,3
3,3,3,3,1,Regional,3
3,3,1,1,1,Local,2
1,1,2,1,1,Local,2
3,2,3,1,2,Local,1
3,3,2,1,1,Local,2
3,3,3,2,3,Regional,2
3,2,1,3,2,National,3
3,3,3,2,1,Local,2
3,3,1,2,3,Regional,3
3,2,1,1,2,Regional,2
3,2,2,1,2,Local,1
3,2,1,2,1,Regional,2
3,3,3,2,1,Regional,2
3,3,3,2,1,National,3
3,3,3,1,3,Local,1
3,3,2,2,2,Regional,3
2,2,3,1,1,Local,2
1,1,3,1,2,National,2
3,3,3,2,2,Local,1
3,2,3,3,1,Regional,3
2,2,2,1,2,Local,1
1,2,1,1,1,Regional,1
3,1,3,2,1,Regional,3
3,3,3,2,2,National,1
3,3,3,3,2,Local,2
3,3,3,1,2,Regional,2
2,3,3,3,2,Regional,2
2,1,1,1,2,National,3
1,3,3,2,3,National,2
3,3,2,3,1,Local,2
1,3,1,2,2,National,3
3,2,1,2,1,Local,2
3,1,3,1,1,National,3
3,1,1,2,3,Regional,1
3,3,1,2,3,National,1
1,3,2,2,2,National,1
3,3,1,3,2,National,1
1,3,2,2,3,National,3
1,3,3,2,1,National,2
3,3,2,1,1,Regional,2
1,3,3,2,3,Local,1
3,1,2,1,1,Regional,2
3,2,1,3,1,Regional,2
1,3,3,2,3,Regional,3
1,1,2,2,2,Local,3
3,3,2,2,3,National,2
3,3,3,2,1,Regional,2
3,2,3,3,1,Regional,2
3,3,3,1,2,National,3
3,3,2,1,2,Regional,2
3,3,2,3,3,National,1
2,3,1,3,1,Local,2
3,1,2,3,1,Regional,3
3,3,3,2,1,National,2
3,3,2,1,3,National,2
3,2,3,2,1,Regional,2
3,1,2,2,2,Regional,2
2,3,2,2,1,National,2
3,3,1,3,3,Local,2
3,3,3,1,1,Regional,3
3,3,1,1,1,National,2
1,3,2,1,2,Regional,1
2,3,3,1,1,Local,1
3,3,2,2,1,Local,1
3,3,2,2,2,Regional,2
1,2,2,2,1,National,2
3,3,3,3,2,Local,3
1,1,3,1,2,National,1
3,3,2,1,1,National,2
3,3,3,1,3,Regional,1
1,1,3,2,1,Regional,1
3,1,2,1,1,Local,1
3,3,3,1,2,Regional,2
2,1,3,3,1,Regional,2
3,3,3,2,2,National,3
3,3,2,1,1,Local,2
3,1,3,2,2,National,2
2,3,2,2,2,Regional,2
2,2,3,1,2,Regional,2
3,2,2,1,2,Regional,2
1,3,3,2,1,National,2
3,1,2,1,2,Local,1
2,3,3,1,1,Regional,1
3,3,2,2,3,National,1
3,3,1,2,2,Local,1
3,3,2,1,1,Regional,2
3,1,3,1,1,Local,1
3,3,1,1,1,Regional,2
3,3,1,2,1,Local,2
2,2,2,3,2,Local,2
3,2,1,2,3,Regional,3
3,3,3,3,1,National,1
2,2,3,2,1,Regional,2
2,1,2,1,1,National,3
2,3,1,2,1,Regional,2
1,3,3,2,3,Local,1
3,3,3,2,3,Local,2
3,3,1,2,3,Local,1
3,3,3,2,1,National,2
3,3,2,2,1,Local,3
2,3,3,2,2,National,2
1,3,1,2,3,Regional,2
3,3,3,3,1,Local,2
2,1,3,2,2,Regional,2
2,3,2,2,1,Regional,3
3,2,3,2,2,Regional,1
3,3,3,1,1,Local,2
2,3,2,2,1,Local,3
3,1,2,1,1,Regional,3
3,3,2,1,1,National,2
1,3,1,3,1,Local,2
3,3,3,2,1,National,2
2,2,1,2,1,Local,1
3,2,2,1,3,National,1
3,3,2,1,2,Local,2
3,2,2,2,2,Local,2
2,3,1,1,2,Regional,3
2,1,3,3,3,Regional,1
1,2,3,3,2,National,2
3,3,1,2,2,Regional,1
1,2,3,1,2,Local,2
3,2,3,2,1,National,2
1,2,3,1,1,National,1
3,3,2,3,1,Local,2
1,3,3,2,2,National,2
3,2,3,1,1,Regional,3
2,2,2,3,2,Local,1
2,3,1,2,1,Local,3
3,1,1,2,1,National,1
3,3,3,2,2,Regional,1
2,3,1,1,1,National,3
1,3,3,2,1,Regional,3
3,3,1,2,3,National,1
2,3,2,2,3,Local,2
3,1,3,1,2,Local,3
3,2,3,2,3,Local,2
2,3,2,2,1,National,1
3,3,1,2,3,National,2
3,3,2,1,1,Local,2
3,2,1,3,1,National,3
1,3,3,2,2,Local,3
3,3,3,2,2,National,1
1,1,2,3,2,Regional,3
3,2,3,2,2,National,2
3,3,3,2,2,Regional,3
2,3,3,1,1,Local,2
3,1,3,1,2,Regional,2
3,2,3,1,3,Local,3
3,3,3,1,1,Regional,2
3,2,1,1,1,Local,3
1,3,3,3,2,Local,2
2,2,2,1,2,Regional,3
2,2,3,2,2,Regional,1
2,3,2,3,1,Regional,3
3,3,1,2,1,National,1
3,3,3,2,2,Local,2
3,3,3,2,3,Regional,2
3,2,3,1,1,Local,2
3,3,2,2,1,Regional,3
3,3,2,1,3,National,1
3,3,3,2,1,Regional,2
2,3,1,2,2,National,3
3,3,3,2,3,Local,2
2,3,3,1,1,National,3
2,3,1,1,2,Local,3
2,3,2,3,3,Regional,1
3,2,1,2,1,Local,2
3,3,1,2,3,Local,3
3,1,3,2,3,Local,2
3,2,3,2,1,Local,1
1,3,1,1,1,Local,2
3,3,3,2,2,National,1
3,3,2,3,3,Regional,1
2,3,3,1,1,Regional,1
3,3,2,2,1,Regional,3
2,3,1,1,1,Regional,2
3,3,3,1,1,Regional,2
2,3,3,2,3,Regional,1
2,3,3,3,2,Regional,3
3,3,3,2,3,Local,1
2,1,3,2,2,National,2
2,3,3,3,2,National,2
3,2,3,2,1,Regional,1
2,3,2,1,1,Regional,1
3,2,3,1,3,Local,2
3,3,1,1,1,Local,2
3,2,2,3,1,Local,2
3,3,1,1,2,Local,1
2,3,2,2,2,Local,2
1,3,1,2,1,National,1
3,3,3,2,3,Local,3
3,3,3,2,2,Local,3
2,3,3,2,1,Regional,3
3,3,2,1,1,National,2
3,3,3,2,2,Regional,3
3,1,3,1,1,Regional,1
3,3,2,3,1,Local,2
1,2,1,2,1,National,3
3,3,3,2,2,Regional,2
1,2,1,3,1,Local,2
3,2,3,3,3,Local,1
3,3,3,2,2,Local,3
3,3,1,1,2,Local,1
1,1,2,1,1,Regional,2
3,1,3,2,1,Local,2
3,3,3,1,3,Regional,3
3,3,2,2,1,Regional,2
3,3,2,2,1,Local,2
2,3,2,1,2,Local,1
3,2,1,2,2,Local,1
3,3,1,3,2,National,2
3,1,1,2,3,Regional,2
2,3,2,2,1,Local,2
2,1,3,2,1,Regional,2
3,2,3,1,2,Local,2
3,1,2,2,2,Regional,2
1,3,3,3,3,Local,1
2,3,3,3,3,Local,2
3,2,3,2,3,Regional,1
1,3,2,2,1,Local,1
3,3,3,2,1,Regional,1
3,2,2,2,1,Regional,2
3,3,2,1,1,Regional,3
2,2,3,2,1,National,1
3,3,1,2,2,Local,2
2,1,1,2,1,National,3
3,3,1,3,1,Local,3
1,3,2,1,2,Local,2
3,2,1,2,2,Local,2
3,3,3,1,1,National,1
3,2,3,2,2,Regional,2
3,2,3,2,2,Regional,2
3,1,1,2,2,Regional,2
3,3,2,1,1,National,2
3,3,2,2,2,National,3
3,3,3,1,3,Regional,3
2,3,3,2,2,Local,3
3,2,3,1,2,Regional,2
2,3,1,1,1,National,1
2,3,1,2,2,National,1
1,2,1,3,1,National,2
2,3,3,1,2,Regional,3
3,3,3,1,2,National,2
3,1,3,2,2,National,3
3,2,2,3,1,National,2
3,3,3,1,1,Local,2
3,3,3,1,1,Regional,3
3,3,3,3,1,Local,1
2,3,3,2,3,Regional,2
3,2,2,2,2,National,1
3,2,2,2,3,Regional,1
3,3,3,1,3,Regional,1
3,3,1,2,2,Local,2
3,3,1,2,2,Regional,2
2,3,3,2,2,Regional,3
2,3,3,1,2,Regional,2
3,3,3,3,1,National,2
3,3,2,3,2,National,3
3,3,2,2,1,Local,2
2,3,3,1,1,Local,2
2,3,3,2,2,National,3
3,3,1,1,2,Regional,2
3,3,3,2,1,Regional,1
3,3,1,1,1,Regional,3
2,3,3,1,1,Local,3
2,3,3,2,1,Regional,2
3,3,3,1,3,Regional,3
1,3,3,1,1,Regional,2
3,3,3,2,1,Regional,3
3,1,3,2,1,National,2
2,3,3,2,2,Local,2
3,3,1,2,2,Regional,2
3,2,3,3,2,Local,1
2,3,2,1,2,National,1
2,3,1,2,1,National,1
3,3,2,2,2,National,2
3,3,2,2,3,National,2
3,2,3,2,2,Local,1
3,3,1,1,1,Local,2
3,2,1,2,1,Local,3
3,3,3,2,2,National,2
3,2,1,1,2,Regional,2
3,3,2,3,1,Local,2
2,3,3,2,2,National,3
3,1,3,2,1,Local,2
3,3,2,2,2,National,3
3,2,2,1,2,Local,2
3,2,2,1,1,Regional,1
2,1,3,3,2,Regional,2
3,2,2,1,3,Regional,2
2,3,2,2,2,Local,1
3,3,3,2,3,Local,3
3,3,2,1,3,Local,2
3,3,1,1,2,Local,3
3,3,3,2,2,Local,2
3,1,3,3,1,National,3
2,3,3,2,3,Regional,1
3,1,3,2,2,Local,3
3,3,1,2,3,National,2
3,3,3,2,2,Local,3
2,2,1,3,1,Local,2
3,3,3,1,1,Local,2
1,3,3,2,1,National,2
3,3,3,3,1,National,3
1,3,3,2,2,Regional,2
3,3,2,3,2,Regional,2
3,3,3,2,1,National,2
2,3,3,3,3,Local,2
3,3,2,2,1,Regional,2
3,3,3,2,1,Local,2
1,1,2,2,2,Regional,1
3,2,2,3,1,National,2
2,3,1,3,1,Local,1
1,3,1,2,1,Regional,2
2,2,3,2,1,Local,2
3,3,2,1,1,Local,2
3,3,1,1,1,Regional,2
3,3,2,2,1,Local,1
3,3,2,1,2,Regional,2
1,3,3,1,1,Local,1
3,3,2,1,2,Regional,3
1,2,2,2,1,National,2
3,1,3,2,2,National,3
2,3,3,3,1,Local,2
2,3,2,1,3,National,2
3,3,1,3,2,Regional,2
3,3,1,2,1,Regional,2
2,2,3,2,3,Regional,2
3,3,2,3,3,Regional,3
2,3,3,3,3,Regional,2
3,3,1,3,1,Regional,2
3,3,2,2,1,Regional,3
2,3,1,3,2,Local,2
2,3,3,1,3,National,2
1,3,3,1,1,Regional,1
2,3,2,2,2,National,2
2,2,3,2,3,National,1
3,3,1,2,2,Local,2
3,3,3,2,3,Local,2
1,1,3,1,3,National,2
3,2,3,3,3,Regional,2
3,3,3,3,3,Local,2
3,3,3,3,1,National,2
3,2,1,2,2,Regional,1
3,2,3,1,2,National,2
3,3,3,2,2,Local,1
2,3,2,3,1,Local,2
1,2,3,1,1,National,2
3,3,3,1,1,National,2
1,3,3,3,1,National,2
3,3,3,1,1,Local,2
2,3,3,3,2,Regional,2
3,3,3,1,2,National,2
1,1,2,3,2,Regional,2
3,3,2,2,3,Regional,2
3,1,1,1,1,National,2
2,3,2,1,1,Regional,2
2,3,2,2,1,Regional,1
3,3,3,2,1,Local,1
1,3,3,2,2,Regional,1
2,3,3,2,3,National,2
2,3,3,2,3,National,1
3,2,2,2,2,Regional,3
3,3,1,2,1,Local,3
3,1,2,1,1,Regional,1
3,3,3,2,2,National,2
3,3,3,3,2,Regional,2
3,2,3,2,1,Local,3
3,2,1,3,1,National,2
1,3,3,2,1,Local,3
2,2,3,3,3,National,1
3,3,3,1,2,Regional,2
3,3,1,3,2,Regional,2
1,3,3,1,2,Local,2
1,3,3,2,2,Regional,3
3,3,3,1,2,Local,2
3,3,3,1,2,National,2
2,1,3,2,3,Regional,1
3,3,3,2,2,National,3
3,2,2,2,3,Local,2
3,3,3,3,1,Local,2
3,2,3,1,1,Regional,1
1,1,2,2,2,National,2
3,3,3,3,1,Regional,2
3,3,3,2,1,National,3
3,1,2,2,3,Regional,1
1,3,1,1,1,National,3
3,2,3,1,1,Local,3
2,3,2,2,2,Local,1
2,1,2,3,2,Local,3
3,2,3,1,2,National,2
3,3,3,1,3,Local,2
3,3,3,3,2,Regional,1
3,3,3,3,1,National,2
3,3,3,3,3,Local,2
3,3,1,2,3,National,2
3,3,2,3,2,National,2
1,3,3,1,1,Local,3
3,3,3,1,3,Local,2
3,3,2,3,1,Local,2
1,1,2,3,2,Local,2
3,2,3,2,1,Local,2
3,3,3,1,1,Regional,3
2,3,1,1,2,Local,3
3,3,3,2,1,National,1
3,3,3,2,2,Regional,1
2,3,1,2,3,National,3
1,3,3,1,3,Local,2
3,3,1,1,1,Regional,1
3,1,2,1,3,Regional,3
3,1,1,3,1,Regional,2
3,3,3,3,1,Regional,2
3,3,2,3,1,National,1
3,1,3,3,3,Local,2
2,1,1,3,1,National,2
1,3,3,2,1,Regional,1
3,2,3,2,2,Regional,1
3,3,1,3,1,Regional,2
3,3,2,1,1,Regional,3
3,3,3,3,1,Local,2
3,3,3,2,3,Local,2
3,3,1,3,1,National,3
3,3,3,1,2,National,1
3,2,1,1,2,Local,2
3,3,3,1,3,Local,3
3,1,3,2,3,National,2
1,1,1,3,2,Local,2
3,2,3,2,2,Local,1
3,3,3,2,3,Regional,2
2,2,3,1,2,Local,2
3,3,1,1,3,National,1
3,1,2,3,2,Regional,3
2,3,2,1,2,National,2
3,3,2,2,3,Local,1
2,3,2,2,3,Local,2
2,3,2,2,3,Local,3
3,3,3,2,2,National,2
3,3,3,3,1,Regional,2
3,3,3,2,2,National,2
3,3,3,2,1,Regional,1
3,1,3,2,1,National,3
1,1,1,2,2,Local,2
1,3,1,2,1,Regional,1
3,3,3,2,3,Regional,2
2,3,3,2,2,National,2
3,2,2,3,1,Regional,2
3,3,3,2,1,Regional,2
3,3,1,2,1,Local,3
2,2,2,2,3,Regional,1
3,3,3,2,3,National,3
3,2,3,3,2,National,2
2,3,2,1,1,Local,2
3,3,2,3,1,Regional,2
3,3,3,2,1,Local,2
3,2,3,1,2,National,1
2,3,2,1,2,Regional,3
1,3,3,1,1,National,3
3,2,3,2,1,Local,1
2,3,2,1,1,Local,1
1,3,3,2,3,Regional,1
2,3,3,1,3,Local,3
2,3,2,3,3,Local,1
2,1,2,2,1,Local,3
1,2,3,3,3,Local,2
3,3,3,1,1,Regional,2
3,3,2,2,3,National,2
3,3,3,2,1,Regional,2
3,3,2,2,2,Local,3
3,2,3,1,2,Local,3
3,3,2,3,1,National,1
3,2,1,1,2,National,3
3,3,3,1,1,Regional,3
3,3,3,2,1,Regional,3
3,2,3,2,2,Regional,2
3,3,3,2,2,National,2
3,3,3,2,3,Regional,2
2,3,3,2,2,Local,2
2,2,2,1,2,Local,3
2,2,3,2,1,Local,2
2,2,1,1,3,National,3
2,3,3,2,1,Regional,2
3,3,3,1,2,Regional,2
3,2,2,1,1,Regional,2
3,3,3,2,3,National,2
2,1,3,2,2,National,1
3,3,2,1,1,National,1
3,3,3,1,1,Regional,2
2,3,2,2,2,Local,2
3,2,2,3,3,Local,1
3,3,2,2,1,National,3
3,3,2,1,3,National,1
2,3,3,2,1,Local,2
3,3,1,2,1,National,3
3,2,3,2,1,National,2
3,3,2,3,1,National,2
3,3,3,2,3,Regional,2
3,2,2,3,3,Local,3
3,3,3,2,2,Regional,2
2,2,3,1,1,Local,2
3,3,1,2,2,Local,2
1,3,2,1,2,National,2
3,3,1,2,2,Regional,2
3,2,2,1,3,National,2
1,1,2,2,2,Local,3
3,3,3,2,1,Regional,2
3,3,2,2,1,National,3
1,3,1,3,3,National,1
3,1,3,2,1,Local,1
2,3,3,2,2,National,3
3,3,1,2,2,Local,2
2,3,3,1,2,Regional,2
3,3,2,2,2,National,1
3,1,1,2,2,Regional,2
3,2,1,1,2,National,1
1,3,1,2,2,Local,3
3,3,3,2,1,Local,3
3,3,1,2,1,Local,2
1,3,2,3,1,Local,2
3,3,1,1,2,Local,3
2,2,3,1,1,Regional,3
3,2,1,1,2,Local,3
3,3,3,1,1,Regional,2
3,3,3,2,3,Local,3
3,1,2,2,3,Local,2
3,2,3,3,1,Local,2
1,3,3,2,2,Local,1
3,1,2,2,2,Regional,2
3,1,1,1,2,Regional,2
3,3,3,2,3,Regional,3
3,3,3,2,1,Local,2
1,3,1,2,2,Regional,1
3,3,3,1,2,Local,3
1,2,3,2,2,Regional,1
1,3,3,3,2,Local,1
3,1,3,3,1,Local,2
2,1,3,2,3,Local,1
1,3,3,2,3,National,2
3,1,3,2,2,Local,1
1,2,3,3,1,Local,2
2,3,3,1,2,Local,2
1,3,2,2,1,Regional,1
2,3,3,1,2,Local,2
3,3,3,2,3,National,3
3,2,3,1,3,Local,2
3,3,2,3,2,National,3
3,3,3,3,2,Local,2
1,2,3,2,2,Local,3
1,2,3,2,3,Local,2
2,3,3,3,3,Local,2
3,3,3,2,3,National,1
3,3,3,2,2,Local,3
3,3,3,3,2,Local,1
2,3,1,1,2,National,2
1,3,3,2,1,Local,1
3,3,1,2,2,Local,2
2,3,3,1,2,Local,2
3,3,1,3,1,Local,2
3,3,3,2,3,Local,2
3,3,3,3,1,Regional,2
3,1,2,2,2,Regional,1
3,2,3,3,2,Local,3
3,2,3,2,2,National,1
3,3,3,2,3,National,2
2,3,3,3,1,National,1
3,3,3,2,1,National,1
3,3,1,2,2,Regional,2
1,3,1,2,3,Local,2
3,3,2,2,1,Regional,1
1,3,2,3,3,National,1
3,3,2,2,1,Local,1
3,3,1,3,2,Regional,3
2,3,2,3,2,National,2
1,3,3,2,1,National,3
3,3,3,2,1,National,3
3,3,2,3,1,Regional,3
3,3,3,2,3,Local,3
2,3,2,3,2,Regional,1
3,3,1,1,1,National,3
3,3,1,2,1,National,1
2,3,3,2,1,Local,2
1,3,3,2,1,National,2
2,1,3,1,1,Regional,2
1,3,1,1,2,Regional,2
3,2,3,1,2,Regional,3
1,3,1,2,3,National,2
3,1,1,1,2,Local,2
3,3,3,3,2,National,2
2,3,3,2,2,Local,2
3,3,2,2,1,Local,3
1,3,3,2,1,Local,2
3,2,3,2,2,Local,3
2,2,3,2,2,Regional,2
3,1,3,2,1,Local,1
3,3,3,2,1,Local,2
3,3,1,1,3,Regional,2
3,3,3,3,3,Local,2
3,3,2,1,1,Local,2
2,3,2,2,2,Local,1
3,3,3,3,1,National,3
3,3,2,3,1,Local,2
3,1,3,2,1,Local,1
1,3,3,1,2,National,3
2,3,2,1,2,Local,1
3,3,3,2,1,National,2
3,3,2,2,2,Local,1
2,3,2,1,1,Local,2
3,3,1,2,2,Regional,1
3,3,2,2,1,Local,1
3,3,3,1,2,National,2
3,3,2,2,2,Local,2
2,3,3,3,2,Local,2
2,3,2,3,2,Local,1
1,3,2,2,1,Local,3
3,2,3,3,1,National,3
3,1,3,3,3,Regional,2
2,3,1,3,3,National,1
3,3,3,2,3,National,1
3,3,2,2,1,Local,1
2,3,2,2,1,Local,3
2,2,2,3,3,Regional,3
3,3,1,3,2,Regional,1
2,3,2,3,2,National,2
3,3,3,3,2,Regional,1
3,3,2,2,1,National,3
3,3,3,3,2,Regional,1
3,2,3,2,1,Local,2
3,3,2,2,2,Local,3
3,3,2,2,2,Local,2
3,3,2,1,3,National,1
3,3,3,2,2,Local,3
2,1,3,2,3,National,3
2,3,3,2,2,Local,2
3,3,3,2,2,Regional,3
3,1,1,1,2,Regional,3
2,3,2,2,2,Local,2
1,3,3,2,1,Local,3
3,3,2,3,3,Local,1
2,1,1,1,1,National,1
3,3,3,2,1,Local,1
3,3,2,1,2,Local,2
3,1,2,1,2,National,2
1,2,3,2,1,National,2
2,2,3,3,1,Local,1
2,3,1,1,1,Regional,3
2,2,2,1,3,Local,1
3,3,2,2,2,National,3
3,3,3,2,2,National,3
2,1,1,2,1,National,2
1,3,3,1,2,Regional,2
2,2,3,1,2,Local,2
3,3,1,2,3,Local,2
3,3,2,1,1,Regional,2
3,2,1,1,1,Local,2
3,3,3,3,2,Regional,2
3,3,2,2,2,Local,2
